Time,Bytes
3.35006,54
3.35016,590
3.35023,54
3.3504,54
3.35061,542
3.35065,54
3.35119,78
3.35166,54
3.35175,590
3.35178,62
3.35196,590
3.35222,78
3.35226,590
3.35257,590
3.35333,590
3.35364,54
3.35377,542
3.35408,78
3.35409,590
3.35452,54
3.35477,78
3.35491,590
3.3554,590
3.35542,590
3.3557,62
3.356,62
3.35622,590
3.3565,590
3.35658,62
3.35694,542
3.35696,78
3.35797,78
3.35808,590
3.35835,590
3.35859,590
3.35883,590
3.35957,62
3.35967,590
3.35968,54
3.35984,78
3.35987,78
3.36011,542
3.36048,590
3.36125,590
3.36166,590
3.36176,590
3.36242,78
3.36261,590
3.36272,78
3.36283,590
3.36327,542
3.36346,62
3.36442,590
3.3645,590
3.36474,590
3.36487,78
3.36492,590
3.36493,54
3.36497,78
3.36535,54
3.36561,78
3.36597,54
3.366,590
3.36644,542
3.36706,590
3.36736,62
3.36752,78
3.36758,590
3.3677,590
3.36809,590
3.36849,78
3.36917,590
3.36919,590
3.3696,542
3.37054,590
3.37057,590
3.37075,590
3.3712,590
3.37125,62
3.37126,590
3.37132,590
3.37137,78
3.37138,54
3.37234,590
3.37277,542
3.37295,542
3.37312,590
3.37337,590
3.37345,590
3.37357,54
3.37364,54
3.37392,590
3.37425,78
3.37442,590
3.37521,70
3.3755,590
3.37567,590
3.37577,590
3.37594,542
3.3762,590
3.37705,54
3.37709,590
3.37713,78
3.37723,54
3.37759,590
3.3779,590
3.37822,590
3.37882,590
3.37896,54
3.37903,590
3.3791,542
3.37911,54
3.37911,70
3.37925,54
3.3794,54
3.37954,54
3.37969,54
3.37983,54
3.37998,54
3.38002,78
3.38003,590
3.38012,54
3.38027,54
3.38041,54
3.38076,590
3.38077,590
3.38095,54
3.38187,590
3.38216,590
3.38224,78
3.38227,542
3.38254,62
3.38284,62
3.3829,78
3.383,70
3.38309,54
3.38313,62
3.38332,590
3.38392,590
3.38412,54
3.38429,590
3.3853,54
3.38544,542
3.38578,78
3.38587,590
3.38597,590
3.38642,590
3.3869,70
3.38709,590
3.38729,54
3.38842,590
3.38855,590
3.3886,542
3.38866,78
3.38875,54
3.3888,590
3.39025,590
3.39046,54
3.39068,590
3.39079,70
3.39097,590
3.39155,78
3.39163,590
3.39177,542
3.3928,590
3.39295,590
3.39342,590
3.39352,590
3.39396,54
3.39443,78
3.39446,590
3.39469,70
3.39471,542
3.39493,590
3.39494,542
3.39517,54
3.39607,590
3.39641,78
3.39659,590
3.39706,590
3.3973,590
3.39731,78
3.39735,54
3.3981,542
3.39858,70
3.39896,590
3.39919,590
3.3993,78
3.39963,78
3.39975,590
3.39997,78
3.40006,54
3.40013,590
3.40019,78
3.40031,78
3.40065,78
3.40083,54
3.40098,78
3.40127,542
3.40132,78
3.40132,590
3.40248,70
3.40292,590
3.40296,590
3.40308,78
3.40317,54
3.40345,590
3.40387,590
3.40436,590
3.40444,542
3.40558,590
3.40579,590
3.40596,78
3.40609,590
3.40617,78
3.40622,590
3.40629,54
3.40637,70
3.40642,590
3.40687,62
3.40716,62
3.4076,542
3.40771,590
3.40807,590
3.40884,78
3.40897,590
3.409,590
3.40925,590
3.40937,78
3.40984,590
3.40992,590
3.41022,590
3.41027,70
3.41077,542
3.41152,590
3.41172,78
3.41177,590
3.4118,590
3.41197,590
3.41221,590
3.41226,590
3.41242,590
3.4125,62
3.4128,62
3.41318,78
3.41339,590
3.41355,78
3.41363,590
3.41393,78
3.41394,542
3.41401,542
3.41407,590
3.4141,590
3.41416,70
3.4146,78
3.41497,590
3.41548,590
3.41559,590
3.41622,590
3.41655,590
3.41662,590
3.41676,590
3.41706,62
3.4171,542
3.41733,590
3.41735,62
3.41749,78
3.41765,62
3.41806,70
3.41814,590
3.41835,590
3.41875,590
3.41917,590
3.41918,590
3.41972,590
3.42027,542
3.42037,78
3.42044,62
3.42048,590
3.42048,590
3.42062,62
3.42079,62
3.42096,62
3.42104,590
3.42114,62
3.4213,590
3.42131,62
3.42148,62
3.42166,62
3.42172,590
3.42183,62
3.42195,70
3.422,62
3.42218,62
3.42235,62
3.42252,62
3.42261,590
3.4227,62
3.42287,62
3.42289,590
3.42289,590
3.42307,70
3.42325,78
3.42326,70
3.42332,590
3.42346,70
3.42365,70
3.42385,70
3.42405,70
3.42424,70
3.42427,590
3.42444,70
3.42447,590
3.42463,70
3.42474,590
3.42474,590
3.42483,70
3.42503,70
3.42522,70
3.42542,70
3.42592,78
3.42606,590
3.42613,78
3.42615,590
3.42652,70
3.42659,590
3.42682,590
3.42687,590
3.42764,590
3.42817,70
3.42845,590
3.42898,590
3.429,590
3.42902,78
3.42922,590
3.42937,590
3.42981,78
3.42982,70
3.4303,590
3.43081,590
3.43113,590
3.43147,70
3.43181,590
3.4319,78
3.43192,590
3.43215,590
3.43239,590
3.43326,590
3.43328,70
3.4337,62
3.43371,78
3.43398,590
3.434,62
3.434,590
3.4343,62
3.43447,590
3.43464,590
3.43478,78
3.43493,70
3.43539,590
3.43556,590
3.43586,590
3.43621,590
3.43688,70
3.43702,590
3.43714,590
3.43748,590
3.43752,590
3.4376,78
3.43766,78
3.43771,590
3.43796,542
3.43868,70
3.43873,590
3.43956,590
3.43957,590
3.43964,590
3.43987,590
3.44031,590
3.44031,590
3.44048,70
3.44054,78
3.44141,590
3.44149,78
3.44162,542
3.44177,590
3.44189,590
3.44212,590
3.44314,590
3.44327,590
3.44343,78
3.44348,590
3.44353,590
3.44362,54
3.44377,54
3.4439,590
3.44391,54
3.44406,54
3.4442,54
3.44435,54
3.44449,54
3.44464,54
3.44467,590
3.44478,54
3.44493,54
3.44507,54
3.44512,590
3.44528,542
3.44539,78
3.44597,590
3.44603,590
3.44631,78
3.44666,590
3.44697,590
3.44719,590
3.44722,590
3.44816,590
3.44824,590
3.44881,590
3.44882,590
3.44892,54
3.44894,542
3.44919,78
3.44928,78
3.44977,590
3.45029,590
3.45068,590
3.45085,590
3.45164,590
3.45207,78
3.45209,54
3.45232,590
3.45242,590
3.45253,590
3.45261,542
3.45318,78
3.45438,590
3.45447,590
3.45452,590
3.45455,590
3.45487,590
3.45493,70
3.45496,78
3.45526,54
3.45623,590
3.45627,542
3.45667,70
3.45668,590
3.45707,78
3.4573,590
3.45742,590
3.45784,78
3.45809,590
3.45818,590
3.45824,70
3.45843,54
3.45881,590
3.45989,70
3.45993,542
3.45994,590
3.45997,590
3.46014,590
3.46051,78
3.46072,78
3.46089,78
3.46094,590
3.46097,78
3.46154,70
3.46159,54
3.46179,590
3.46184,590
3.46252,590
3.46286,78
3.46306,590
3.46319,70
3.46319,78
3.46353,78
3.46359,542
3.4636,78
3.46364,590
3.46367,62
3.46372,590
3.46387,78
3.46397,62
3.46402,62
3.4642,78
3.46431,62
3.46454,78
3.46469,78
3.46484,70
3.46486,78
3.46488,78
3.46506,78
3.46519,54
3.46519,590
3.46522,78
3.46536,62
3.4655,590
3.4655,590
3.46555,78
3.46566,62
3.46589,78
3.46599,70
3.46623,78
3.46637,78
3.46648,78
3.46649,70
3.46656,78
3.4669,78
3.46724,78
3.46725,542
3.46732,590
3.46735,590
3.46758,78
3.46791,78
3.46793,54
3.46814,70
3.46822,62
3.46825,78
3.46852,62
3.46859,78
3.46876,78
3.46881,62
3.46892,78
3.46916,590
3.4692,590
3.4692,590
3.46926,78
3.46937,78
3.46945,590
3.46957,78
3.4696,78
3.46979,70
3.46994,78
3.46995,78
3.47027,78
3.47061,78
3.47092,542
3.47095,78
3.47105,590
3.47128,78
3.47144,70
3.47158,590
3.47162,78
3.47178,54
3.47196,78
3.47196,590
3.47197,54
3.47225,78
3.4723,78
3.47263,78
3.47265,78
3.47278,590
3.47282,590
3.47291,590
3.47297,78
3.47309,70
3.47331,78
3.47354,590
3.4741,590
3.47458,542
3.47474,70
3.47476,590
3.47513,590
3.47513,78
3.47561,590
3.47595,70
3.47623,590
3.47629,70
3.47639,70
3.47642,54
3.47649,590
3.47657,78
3.47661,590
3.47662,70
3.47671,590
3.477,78
3.47778,78
3.47801,78
3.47804,70
3.47824,542
3.47829,590
3.47846,590
3.47855,590
3.47969,70
3.47983,590
3.47988,590
3.48,78
3.48015,590
3.48044,78
3.48068,590
3.48088,54
3.4809,78
3.48107,54
3.48127,54
3.48134,70
3.48146,54
3.48146,590
3.48166,54
3.48185,54
3.4819,542
3.48205,54
3.48224,54
3.48244,54
3.48256,78
3.48263,54
3.48266,590
3.48282,54
3.48299,70
3.48302,54
3.48304,78
3.48305,590
3.48321,54
3.48337,70
3.48341,54
3.4836,54
3.48371,70
3.48378,78
3.48381,590
3.48383,62
3.48405,62
3.48408,78
3.48428,62
3.48446,78
3.4845,62
3.48463,590
3.48464,70
3.48469,78
3.48472,62
3.48483,78
3.48495,62
3.4851,78
3.48517,70
3.48517,62
3.48539,62
3.4855,70
3.48556,542
3.48562,62
3.48584,70
3.48584,62
3.48607,62
3.48621,78
3.48621,590
3.48629,62
3.48629,70
3.48651,62
3.48659,78
3.48666,78
3.48674,62
3.48692,70
3.48696,62
3.48718,62
3.48726,70
3.48741,62
3.48747,590
3.48763,62
3.48763,78
3.48779,78
3.4878,590
3.48786,62
3.48794,70
3.48801,78
3.48808,62
3.48818,590
3.4883,62
3.48838,78
3.48853,62
3.48875,62
3.48892,590
3.48897,62
3.4892,62
3.48923,542
3.48938,590
3.48954,78
3.48959,70
3.49003,590
3.49088,78
3.49097,590
3.49098,70
3.49113,590
3.49121,62
3.49124,70
3.49243,78
3.49255,590
3.49275,78
3.49282,590
3.49289,542
3.49289,70
3.49295,62
3.49378,78
3.49413,590
3.49454,70
3.4948,590
3.49508,62
3.4953,78
3.49531,590
3.49572,590
3.49619,70
3.49645,78
3.49655,542
3.49671,590
3.49721,62
3.4973,590
3.49785,70
3.49785,78
3.49819,590
3.49846,590
3.49888,590
3.49934,62
3.4995,70
3.50021,542
3.5004,78
3.50047,590
3.50061,590
3.50107,590
3.50112,78
3.50115,70
3.50147,62
3.50205,590
3.50212,590
3.5028,70
3.50328,78
3.5036,62
3.50364,590
3.50387,542
3.5039,78
3.50395,590
3.50453,70
3.50502,590
3.50522,590
3.5055,78
3.50572,62
3.50578,590
3.5061,70
3.5068,590
3.50684,590
3.50722,78
3.50754,542
3.50775,70
3.50778,590
3.50785,62
3.50831,78
3.50839,590
3.50891,590
3.5094,70
3.50943,78
3.50944,590
3.50997,590
3.50998,62
3.5101,590
3.51061,590
3.51071,78
3.51105,70
3.5112,542
3.51132,78
3.51155,590
3.5117,54
3.51213,62
3.5127,70
3.51298,590
3.51311,590
3.51328,590
3.51332,590
3.51343,54
3.51357,54
3.51358,78
3.51372,54
3.51386,54
3.51401,54
3.51415,54
3.51424,62
3.5143,54
3.51435,70
3.51444,54
3.51459,54
3.51473,54
3.51486,542
3.51488,54
3.51518,62
3.5152,590
3.51548,62
3.5156,54
3.51586,590
3.51595,78
3.516,70
3.51637,62
3.51652,62
3.51677,590
3.51682,62
3.51721,70
3.51722,590
3.51765,70
3.51803,590
3.51825,78
3.51844,590
3.51852,542
3.51856,62
3.51875,590
3.51887,54
3.51913,78
3.5193,70
3.51988,78
3.52043,590
3.52063,62
3.52086,590
3.52095,70
3.52111,590
3.52194,54
3.52201,590
3.52218,542
3.5226,70
3.52269,590
3.52272,78
3.52276,62
3.5237,590
3.52407,78
3.52409,590
3.52425,70
3.52444,78
3.52455,590
3.52482,78
3.52489,590
3.525,62
3.52501,590
3.52519,78
3.52531,54
3.52552,78
3.5258,78
3.52584,542
3.52593,70
3.52702,62
3.52716,70
3.5275,70
3.52755,70
3.52775,590
3.52777,590
3.5278,78
3.52784,70
3.52803,590
3.52827,54
3.52914,62
3.5292,70
3.52942,590
3.52951,542
3.53064,78
3.53066,590
3.53085,70
3.53086,590
3.53104,78
3.53123,78
3.53142,590
3.53142,78
3.53144,62
3.53144,54
3.53161,78
3.53198,78
3.53236,78
3.5325,70
3.53313,78
3.53317,542
3.53331,590
3.5334,62
3.53383,78
3.53415,70
3.5343,590
3.53434,78
3.53459,70
3.53461,54
3.53486,78
3.53492,70
3.53508,590
3.53519,590
3.53545,78
3.53553,62
3.53581,70
3.53638,70
3.53672,70
3.53683,542
3.53705,70
3.53718,590
3.53746,70
3.53802,590
3.53803,62
3.53812,78
3.53814,70
3.53847,70
3.53874,590
3.53875,590
3.53911,70
3.53979,62
3.54007,590
3.54049,542
3.54055,78
3.54076,70
3.54085,590
3.54192,62
3.5422,70
3.5424,590
3.54241,70
3.54265,590
3.54295,590
3.5431,78
3.54369,590
3.54406,70
3.54415,542
3.54431,62
3.54504,78
3.54571,70
3.54583,590
3.54604,78
3.54606,590
3.54618,62
3.54652,590
3.54654,590
3.54736,70
3.54771,78
3.54782,542
3.5482,78
3.54831,62
3.54871,590
3.54901,70
3.54909,78
3.54935,590
3.54947,78
3.54972,590
3.55044,590
3.55066,70
3.55074,62
3.55079,78
3.55148,542
3.55218,590
3.55231,70
3.55236,590
3.55256,62
3.55312,54
3.5533,78
3.55339,590
3.55396,70
3.55433,590
3.55469,62
3.55495,54
3.55502,590
3.55514,542
3.55524,590
3.55561,70
3.55562,78
3.55598,78
3.556,78
3.55638,78
3.55682,590
3.55705,590
3.55718,62
3.55726,70
3.55785,590
3.55823,590
3.5584,590
3.55874,78
3.5588,542
3.55891,70
3.55895,62
3.55905,78
3.55926,590
3.55998,590
3.56056,70
3.56068,590
3.56071,590
3.56095,78
3.56108,62
3.56157,590
3.56215,590
3.56221,70
3.56246,542
3.56264,590
3.56315,590
3.56315,78
3.5635,78
3.56351,590
3.56362,62
3.56386,70
3.56437,590
3.56474,590
3.56503,590
3.56537,70
3.56551,70
3.56605,78
3.56613,542
3.56632,590
3.56635,590
3.56705,590
3.56716,70
3.5675,70
3.56756,78
3.5679,590
3.56791,590
3.56803,590
3.56808,78
3.56859,78
3.5686,78
3.56881,70
3.56911,78
3.56918,590
3.56949,590
3.56963,70
3.56965,590
3.56979,542
3.57046,70
3.57079,590
3.57107,590
3.57115,78
3.57151,590
3.5717,590
3.57176,70
3.57201,590
3.57211,70
3.57266,590
3.573,590
3.57336,590
3.57345,542
3.57352,78
3.57368,590
3.5737,78
3.57376,70
3.57389,70
3.57424,590
3.57484,590
3.57533,78
3.57536,590
3.57542,70
3.57571,78
3.57582,590
3.57602,70
3.57637,78
3.57656,590
3.57707,70
3.57711,542
3.57741,590
3.57741,590
3.57767,590
3.57815,70
3.57872,70
3.57899,590
3.57902,590
3.57942,78
3.57944,590
3.58028,70
3.58037,70
3.58051,590
3.58057,590
3.58077,542
3.58131,590
3.58164,590
3.58202,70
3.58216,590
3.58232,590
3.58241,70
3.58252,78
3.58268,590
3.58287,78
3.58325,78
3.58334,590
3.58349,590
3.58362,78
3.58367,70
3.58374,590
3.58444,542
3.58457,70
3.58507,78
3.5852,590
3.58521,590
3.58532,70
3.58533,590
3.58617,590
3.58634,590
3.58666,70
3.58691,590
3.58697,70
3.588,78
3.58809,590
3.5881,542
3.58849,590
3.58862,70
3.58879,70
3.589,590
3.58906,590
3.5891,590
3.59001,590
3.59008,590
3.59025,78
3.59027,70
3.59091,590
3.59097,590
3.591,70
3.59166,590
3.59176,542
3.59181,54
3.59184,590
3.59192,70
3.59195,54
3.5921,54
3.59224,54
3.59239,54
3.59253,54
3.59268,54
3.59272,78
3.59277,590
3.59282,54
3.59297,54
3.59299,590
3.59305,70
3.59311,54
3.59326,54
3.59357,70
3.59367,590
3.59385,590
3.59462,590
3.59467,590
3.59484,590
3.59518,70
3.59522,70
3.59527,78
3.59542,542
3.59642,590
3.59647,590
3.59673,590
3.59687,70
3.59689,590
3.59733,590
3.59744,70
3.5975,590
3.59788,78
3.59801,590
3.59815,54
3.59817,78
3.5983,54
3.59832,590
3.59844,54
3.59852,70
3.59859,54
3.59873,54
3.59888,54
3.59908,542
3.59944,70
3.59962,590
3.60017,70
3.60037,78
3.60071,590
3.60078,590
3.60099,590
3.60108,78
3.60114,54
3.60157,70
3.60182,70
3.60219,590
3.6025,590
3.60274,542
3.60347,70
3.60387,70
3.60392,590
3.60429,78
3.6043,54
3.60465,590
3.60466,78
3.60468,590
3.60504,78
3.60512,70
3.60538,590
3.60541,78
3.60579,78
3.60583,70
3.60609,78
3.60616,78
3.60641,590
3.60641,542
3.60654,78
3.60677,70
3.60691,78
3.60795,70
3.60799,590
3.60826,590
3.60827,78
3.60832,590
3.60842,70
3.60857,590
3.60864,78
3.60903,78
3.60941,78
3.60957,590
3.60974,590
3.60979,78
3.61007,542
3.61007,70
3.61012,78
3.61017,78
3.61031,70
3.61055,78
3.61116,590
3.61135,78
3.61172,70
3.61198,590
3.61221,70
3.61247,590
3.61274,590
3.61295,590
3.61332,78
3.61338,70
3.61343,590
3.6137,78
3.61373,542
3.61375,78
3.61381,78
3.61432,590
3.61434,70
3.61503,70
3.61564,590
3.61591,590
3.61592,78
3.61636,590
3.61653,590
3.61668,70
3.6167,590
3.61678,78
3.61708,78
3.61739,542
3.61749,590
3.61833,70
3.61847,78
3.61863,78
3.61908,590
3.6193,590
3.61936,590
3.61996,590
3.61998,70
3.62026,590
3.62066,590
3.62076,78
3.62102,78
3.62105,542
3.62163,70
3.6222,590
3.62224,590
3.62284,590
3.62296,590
3.62322,78
3.62322,78
3.62328,70
3.6236,78
3.62366,78
3.62383,590
3.62398,78
3.62415,590
3.62436,78
3.62472,542
3.62475,78
3.62493,70
3.62502,78
3.62503,590
3.62513,78
3.62541,590
3.62551,78
3.62589,78
3.62612,78
3.62627,78
3.62658,70
3.62663,590
3.62665,78
3.62699,590
3.62703,78
3.62715,78
3.62741,78
3.62779,78
3.62786,590
3.62805,590
3.62818,78
3.62823,70
3.62838,542
3.62856,78
3.62856,78
3.62858,590
3.62867,78
3.62894,78
3.62932,78
3.62965,78
3.6297,78
3.62981,590
3.62988,70
3.63008,78
3.63016,590
3.63029,590
3.63046,78
3.63069,590
3.63084,78
3.63122,78
3.63141,78
3.63153,70
3.63158,78
3.63166,590
3.63175,590
3.63204,542
3.63246,590
3.63318,70
3.63333,590
3.63353,590
3.63354,78
3.63387,78
3.63395,590
3.63411,590
3.63483,70
3.63491,590
3.6357,542
3.63609,78
3.63635,590
3.63636,590
3.63648,70
3.6365,590
3.63684,78
3.63687,78
3.63699,590
3.63738,78
3.63761,590
3.63772,590
3.6378,78
3.6379,78
3.63808,590
3.63813,70
3.63841,78
3.63893,78
3.63919,590
3.63924,78
3.63936,542
3.63944,78
3.63957,590
3.63967,590
3.63978,70
3.63987,590
3.63992,78
3.63996,78
3.64021,78
3.64047,78
3.64125,590
3.64127,590
3.64142,78
3.64143,70
3.64202,590
3.64257,78
3.64275,590
3.64283,590
3.64303,542
3.64313,70
3.64397,78
3.64437,590
3.64442,590
3.64443,78
3.64473,70
3.64486,590
3.64488,78
3.64493,590
3.6454,78
3.64563,590
3.646,590
3.64638,70
3.64652,78
3.64665,78
3.64669,542
3.64758,590
3.64769,590
3.64773,54
3.64803,70
3.64852,590
3.6486,590
3.64893,78
3.64916,78
3.64929,590
3.64931,590
3.64946,54
3.6496,54
3.64968,70
3.64975,54
3.64981,78
3.64989,54
3.65004,54
3.65018,54
3.65032,78
3.65033,54
3.65035,542
3.65047,54
3.65052,590
3.65062,54
3.65074,78
3.65076,54
3.65091,54
3.65105,54
3.65133,70
3.6514,590
3.65162,78
3.65226,590
3.6526,78
3.65299,70
3.65335,590
3.65356,54
3.65401,542
3.65417,78
3.65422,590
3.65428,590
3.65464,70
3.65482,78
3.65555,78
3.65592,590
3.65593,78
3.65618,590
3.65629,70
3.65678,54
3.65697,78
3.65705,78
3.65707,78
3.65716,590
3.65743,78
3.65767,542
3.6578,78
3.65794,70
3.65811,590
3.65863,78
3.65891,78
3.65902,590
3.65914,78
3.65927,78
3.65958,590
3.65959,70
3.65966,78
3.65989,54
3.66005,590
3.66017,78
3.66069,78
3.66077,78
3.6612,78
3.66124,70
3.66134,542
3.66172,78
3.66185,590
3.66223,78
3.66226,78
3.66275,78
3.66289,70
3.66293,590
3.66299,78
3.66306,54
3.66324,590
3.66326,78
3.66377,78
3.66429,78
3.66454,70
3.66468,590
3.66473,78
3.6648,78
3.66496,78
3.665,542
3.66502,78
3.66532,78
3.66581,590
3.66583,78
3.66619,70
3.66623,54
3.66635,78
3.66686,78
3.66691,590
3.66692,78
3.66708,78
3.66738,78
3.66751,590
3.66789,78
3.66834,70
3.66841,78
3.66866,542
3.66869,590
3.6692,78
3.66949,70
3.66953,54
3.66975,78
3.67035,590
3.67057,590
3.6708,78
3.67101,590
3.67114,70
3.67132,78
3.67158,590
3.67202,78
3.67232,542
3.67256,54
3.67279,70
3.67312,78
3.67318,590
3.67384,590
3.67423,590
3.67444,70
3.67446,590
3.67457,78
3.67498,78
3.67522,78
3.67596,54
3.67598,542
3.67601,590
3.67609,70
3.67667,590
3.67712,78
3.6772,78
3.67734,590
3.67774,70
3.67789,590
3.67884,590
3.67911,78
3.67939,70
3.67942,590
3.6795,78
3.6795,590
3.67965,542
3.67967,78
3.68022,590
3.681,590
3.68104,70
3.68129,78
3.68155,590
3.68168,590
3.68234,590
3.68242,78
3.68258,590
3.68269,70
3.68301,78
3.6831,590
3.68315,78
3.68331,542
3.68417,590
3.68434,70
3.68451,590
3.68477,78
3.68517,590
3.68522,590
3.68537,78
3.68575,590
3.68599,590
3.68599,70
3.6869,78
3.68697,542
3.68734,590
3.68734,590
3.68754,78
3.6876,78
3.68764,70
3.68772,78
3.688,590
3.68887,590
3.68888,590
3.68892,590
3.68929,70
3.68946,78
3.69023,78
3.6905,590
3.69055,590
3.69063,542
3.6908,78
3.69083,590
3.69095,70
3.69132,78
3.69175,590
3.69209,590
3.69242,78
3.69254,590
3.6926,70
3.69338,590
3.69354,78
3.69367,590
3.69367,590
3.69425,70
3.69429,542
3.69447,54
3.69463,590
3.69464,54
3.69469,78
3.69482,54
3.69499,54
3.69509,78
3.69517,54
3.69525,590
3.69534,54
3.69552,54
3.69559,78
3.69569,54
3.69586,54
3.6959,70
3.69604,54
3.69621,590
3.69621,54
3.69639,54
3.6965,590
3.69656,54
3.69659,78
3.69674,54
3.69684,590
3.69691,54
3.69696,78
3.69709,54
3.69726,54
3.69744,54
3.69752,590
3.69752,78
3.69761,54
3.69763,78
3.69769,78
3.69779,54
3.69796,54
3.69814,54
3.69831,54
3.69842,590
3.69849,54
3.69859,78
3.69866,54
3.69883,54
3.69901,54
3.69918,54
3.69923,78
3.69933,590
3.69936,54
3.69949,78
3.69953,54
3.69971,54
3.69979,590
3.69988,54
3.70001,590
3.70006,54
3.70007,78
3.70017,78
3.70023,54
3.7004,590
3.70041,54
3.70054,78
3.70058,54
3.70076,54
3.70088,78
3.70092,78
3.70093,54
3.70111,54
3.70128,54
3.70129,78
3.70148,62
3.70159,590
3.70167,78
3.70168,62
3.70172,590
3.70188,62
3.70204,78
3.70208,62
3.70216,590
3.70228,62
3.70242,78
3.70248,62
3.70248,78
3.70253,78
3.70268,62
3.70288,62
3.70301,78
3.70309,62
3.70317,590
3.70328,590
3.70329,62
3.70349,62
3.70369,62
3.70385,590
3.70389,62
3.70409,62
3.70418,78
3.70429,62
3.70449,62
3.70469,62
3.70476,590
3.70489,62
3.705,590
3.70517,78
3.70525,590
3.70583,78
3.70598,590
3.70614,62
3.70616,590
3.70634,590
3.70638,78
3.70748,78
3.70772,78
3.70781,70
3.70783,590
3.70793,590
3.70808,590
3.70811,590
3.70904,590
3.70913,78
3.70939,70
3.70951,590
3.71024,590
3.71027,78
3.71027,78
3.7104,590
3.71066,590
3.71078,78
3.71091,590
3.711,70
3.71109,590
3.71193,590
3.71226,590
3.71237,590
3.71243,78
3.71261,70
3.71268,590
3.71295,78
3.71349,590
3.71374,590
3.71408,78
3.71411,590
3.71417,78
3.71426,590
3.71446,70
3.7145,590
3.71481,590
3.71574,78
3.71582,70
3.71584,590
3.71599,54
3.71612,78
3.71613,54
3.71628,54
3.71633,590
3.71642,54
3.71657,54
3.71658,590
3.71662,590
3.71671,54
3.71686,54
3.71691,78
3.717,54
3.71715,54
3.71729,54
3.71743,70
3.71744,54
3.7175,78
3.71769,590
3.71792,78
3.71806,78
3.71902,590
3.71904,590
3.71904,78
3.71904,70
3.71916,590
3.71941,590
3.71944,590
3.71978,78
3.72047,78
3.72057,590
3.72061,590
3.72069,78
3.72089,70
3.72116,590
3.72145,78
3.72196,78
3.72199,590
3.72219,590
3.72226,70
3.72234,54
3.72234,78
3.72262,590
3.72302,78
3.7234,54
3.72346,590
3.72357,590
3.72387,70
3.72399,78
3.72482,590
3.72495,54
3.72545,590
3.72548,70
3.72557,78
3.72567,78
3.7257,590
3.72582,78
3.72585,78
3.72634,590
3.72729,78
3.72738,54
3.72765,590
3.72783,590
3.72836,78
3.72866,590
3.72894,78
3.72903,78
3.72919,70
3.72922,590
3.7294,78
3.7296,78
3.72975,78
3.72978,78
3.72995,54
3.72996,590
3.73049,590
3.73059,78
3.73062,54
3.73067,78
3.7315,78
3.73209,590
3.73224,78
3.7323,70
3.73248,590
3.73253,70
3.73261,590
3.73276,70
3.73286,78
3.73291,54
3.73325,78
3.73332,590
3.73363,78
3.73372,70
3.73385,78
3.73401,78
3.7341,78
3.73422,590
3.73439,78
3.73469,78
3.73477,78
3.73513,70
3.73515,78
3.73544,590
3.73553,78
3.73554,78
3.73591,78
3.73607,54
3.73615,590
3.73628,54
3.73629,78
3.73635,590
3.73668,78
3.73677,78
3.73706,78
3.73711,78
3.73719,78
3.73744,78
3.73754,78
3.73782,78
3.7382,78
3.73828,590
3.73838,78
3.73848,590
3.73858,78
3.73884,78
3.73896,78
3.73898,590
3.73924,54
3.73934,78
3.73966,78
3.73972,78
3.73999,78
3.7401,78
3.74049,78
3.74049,78
3.74061,590
3.74087,78
3.74111,590
3.74125,78
3.7413,78
3.74143,78
3.7416,78
3.74163,78
3.74182,590
3.74195,54
3.74201,78
3.74239,78
3.74261,78
3.74274,590
3.74277,78
3.74315,78
3.74321,590
3.74321,78
3.74338,78
3.74353,78
3.74392,78
3.74394,590
3.7443,78
3.74468,78
3.74476,78
3.74479,590
3.74482,78
3.74483,78
3.74487,590
3.74502,590
3.74506,78
3.74533,78
3.74544,78
3.74582,78
3.7462,78
3.74638,590
3.74643,78
3.74658,78
3.7467,78
3.74677,590
3.74696,78
3.74699,590
3.74715,78
3.74728,78
3.74734,78
3.74751,78
3.74752,78
3.74756,78
3.74761,54
3.74773,78
3.74786,590
3.7479,78
3.74796,590
3.74804,78
3.74811,78
3.74815,78
3.74849,78
3.74887,78
3.74922,78
3.74925,78
3.74954,590
3.74963,78
3.74964,78
3.74969,590
3.74986,78
3.75001,78
3.75017,78
3.75069,590
3.75073,590
3.7511,78
3.7511,78
3.75113,590
3.75162,78
3.75165,78
3.75182,590
3.7521,78
3.75238,78
3.75269,78
3.75271,590
3.75286,78
3.75312,78
3.75328,54
3.75349,78
3.75394,590
3.75398,78
3.75427,590
3.7543,590
3.75431,78
3.75447,78
3.75451,590
3.75479,78
3.75494,78
3.75537,78
3.75588,590
3.75608,78
3.75686,78
3.75692,590
3.75696,78
3.75714,590
3.75737,590
3.75746,590
3.75751,78
3.75786,78
3.75841,78
3.75894,54
3.75905,590
3.75905,590
3.7593,78
3.75972,590
3.75974,78
3.75998,590
3.76018,78
3.76035,78
3.76043,78
3.76063,590
3.76072,78
3.76091,78
3.7611,78
3.76118,590
3.76127,590
3.76187,78
3.76222,590
3.76252,78
3.76256,590
3.76261,78
3.76263,78
3.76331,590
3.7638,590
3.76389,78
3.76393,590
3.76412,78
3.76461,54
3.76516,78
3.76516,590
3.76538,590
3.76539,590
3.76543,590
3.76551,78
3.76577,78
3.76585,78
3.76676,590
3.76697,590
3.76729,78
3.76734,78
3.76756,590
3.7681,78
