Time,NodeId,CWND
2.50617,403,81961
2.50699,406,112560
2.50776,403,81792
2.50833,405,70216
2.50975,403,81624
2.51053,406,112228
2.51098,403,81455
2.51261,403,81286
2.51266,406,112062
2.51409,405,71288
2.51412,403,80582
2.51467,402,113404
2.51549,406,111896
2.51608,403,80413
2.51729,403,80245
2.51746,408,150616
2.51832,406,111730
2.51887,403,80076
2.51926,408,151688
2.51986,405,72360
2.52004,402,113239
2.52031,402,113075
2.52046,403,79907
2.52204,403,79739
2.52271,408,152760
2.52286,408,153832
2.52417,403,79570
2.52521,403,79402
2.52562,405,73432
2.52679,403,79233
2.52781,408,154368
2.52838,403,79064
2.52892,404,24656
2.52927,404,25728
2.52963,404,26800
2.52965,406,111564
2.52996,403,78896
2.52999,404,27872
2.53162,403,78727
2.53313,403,78559
2.53432,405,73968
2.53471,403,78390
2.53672,403,78221
2.53811,403,77517
2.53946,403,77348
2.54098,406,111398
2.54101,402,112911
2.54277,400,154904
2.54323,405,75040
2.54381,406,111232
2.54387,402,112746
2.54417,402,112046
2.54485,400,155976
2.54503,400,157048
2.5452,400,158120
2.54538,400,159192
2.54665,406,111066
2.54702,402,111882
2.54732,402,111717
2.54763,402,111553
2.54793,402,111388
2.54911,401,9648
2.54937,400,160264
2.55078,402,111224
2.55238,401,10720
2.55336,400,161336
2.55514,406,110900
2.55527,400,161872
2.55764,405,75576
2.55808,406,110734
2.56078,405,76648
2.56117,400,162944
2.56135,400,164016
2.56152,400,165088
2.56169,400,166160
2.56187,400,167232
2.56204,400,168304
2.56222,400,169376
2.56239,400,170448
2.56257,400,171520
2.56274,400,172592
2.56292,400,173664
2.56309,400,174736
2.56327,400,175808
2.56344,400,176880
2.56362,400,177952
2.56367,405,77184
2.56379,400,179024
2.56397,400,180096
2.56414,400,181168
2.56431,400,182240
2.56449,400,183312
2.56466,400,184384
2.56484,400,185456
2.56675,400,185992
2.5702,403,77180
2.57056,400,186528
2.57199,403,77011
2.5722,403,76842
2.57241,403,76674
2.57262,403,76505
2.57283,403,75801
2.57304,403,75632
2.57325,403,75463
2.57346,403,75295
2.57367,403,75126
2.57388,403,74958
2.57403,408,154904
2.57409,403,74789
2.5743,403,74620
2.57451,403,74452
2.57471,403,74283
2.57492,403,74115
2.57504,406,110567
2.57513,403,73946
2.57534,403,73777
2.5754,401,11792
2.57555,403,73609
2.57576,403,73440
2.57583,408,155976
2.57597,403,72736
2.57598,408,157048
2.57613,408,158120
2.57618,403,72567
2.57628,408,159192
2.5773,406,110401
2.57752,403,72398
2.5776,406,110235
2.57878,403,72230
2.57973,408,160264
2.58059,403,72061
2.58082,406,110069
2.58195,403,71893
2.58318,408,161336
2.58347,406,109903
2.58353,403,71724
2.58362,401,12864
2.5841,400,187600
2.58484,408,161872
2.58517,403,71556
2.5863,406,109737
2.5867,403,71387
2.58678,402,111060
2.58828,403,71218
2.58913,406,109571
2.5892,401,13936
2.58964,402,110895
2.58994,408,162944
2.58997,402,110731
2.59009,408,164016
2.59024,408,165088
2.59027,403,71050
2.59031,402,110567
2.59039,408,166160
2.59054,408,167232
2.59065,402,109866
2.59069,408,168304
2.59084,408,169376
2.59098,402,109702
2.59099,408,170448
2.59115,408,171520
2.5913,408,172592
2.59132,402,109537
2.59145,408,173664
2.59145,403,70881
2.5916,408,174736
2.59166,402,109373
2.59175,408,175808
2.5919,408,176880
2.59191,400,188672
2.59205,408,177952
2.59217,406,109405
2.5922,408,179024
2.59235,408,180096
2.59251,408,181168
2.59278,408,182240
2.59303,403,70713
2.59454,402,109209
2.59475,403,70544
2.5948,406,109239
2.59488,402,109044
2.59608,408,183312
2.5962,403,70375
2.59763,406,109073
2.59802,403,70207
2.59937,403,70038
2.59938,408,184384
2.60032,402,108880
2.60046,406,108907
2.60066,402,108716
2.60095,403,69870
2.60099,402,108551
2.60254,403,69701
2.60268,408,185456
2.60329,406,108741
2.60358,401,15008
2.60412,403,68996
2.60608,403,68828
2.60643,402,108387
2.60659,408,185992
2.60675,406,108574
2.60677,402,108222
2.6071,402,108058
2.60716,405,78256
2.60729,403,68659
2.60743,405,79328
2.60744,402,107894
2.60778,402,107729
2.60812,402,107565
2.60845,402,107401
2.60879,402,107236
2.60892,403,68491
2.60896,406,108408
2.60913,402,107072
2.60946,402,106907
2.6098,402,106743
2.60989,408,186528
2.61014,402,106579
2.61031,405,79864
2.61048,402,105878
2.61067,403,68322
2.61081,402,105714
2.61115,402,105550
2.61149,402,105385
2.61179,406,108242
2.61182,402,105221
2.61204,403,68153
2.61216,402,105056
2.6125,402,104892
2.61284,402,104728
2.61317,402,104563
2.61346,405,80936
2.61351,402,104399
2.61462,406,108076
2.61499,401,16080
2.61561,402,104235
2.61758,406,107910
2.61816,402,104070
2.61948,405,82008
2.61975,405,83080
2.62001,405,84152
2.62028,405,85224
2.62054,405,86296
2.62071,402,103906
2.62075,406,107744
2.6208,405,87368
2.62107,405,88440
2.62133,405,89512
2.62159,408,187600
2.62159,405,90584
2.62318,406,107042
2.62352,402,103742
2.6252,405,91656
2.62592,402,103577
2.62602,406,106876
2.62835,408,188672
2.62875,402,103413
2.62885,406,106710
2.62897,401,17152
2.62904,407,28944
2.63097,405,92728
2.6313,402,103248
2.63227,406,106544
2.6333,407,30016
2.63346,402,103084
2.63451,406,106378
2.63605,402,102920
2.63606,404,28944
2.63678,405,93264
2.63735,406,106212
2.63759,407,31088
2.63856,402,102755
2.63961,403,67985
2.63982,403,67816
2.64003,403,67648
2.64018,406,106045
2.64024,403,67479
2.64045,403,67310
2.64066,403,67142
2.64086,403,66973
2.64107,403,66805
2.64113,402,102591
2.64128,403,66636
2.64149,403,66467
2.6417,403,66299
2.64181,407,32160
2.64191,403,66130
2.64212,403,65962
2.64233,403,65793
2.64254,403,65624
2.64275,403,65456
2.64296,403,65287
2.64317,403,65119
2.64338,403,64950
2.64366,402,102427
2.64389,404,30016
2.64488,403,64781
2.64607,407,33232
2.64621,402,102262
2.64687,403,64613
2.64804,403,64444
2.64831,405,93800
2.64854,406,105879
2.64876,402,102098
2.64887,406,105713
2.64921,406,105547
2.64963,403,64276
2.6514,403,64107
2.65151,406,105381
2.65161,407,34304
2.65164,404,31088
2.65184,402,101933
2.65279,403,63938
2.65407,405,94336
2.65424,402,101769
2.65434,406,105215
2.65438,403,63770
2.65459,407,35376
2.65596,403,63601
2.65641,402,100952
2.65738,406,105049
2.65755,403,63433
2.65885,407,36448
2.65913,403,63264
2.65939,402,100416
2.65943,404,32160
2.66035,406,104883
2.66071,403,63095
2.66151,402,99880
2.6623,403,62927
2.66308,406,104717
2.66327,407,36984
2.66388,403,62758
2.66414,402,99344
2.66556,403,62590
2.66567,406,104551
2.66661,402,98272
2.66722,404,33232
2.66725,403,62421
2.66753,407,37520
2.66857,406,104385
2.66863,403,62252
2.66999,402,97736
2.67022,403,62084
2.6714,406,104219
2.6728,403,61915
2.67338,403,61747
2.67411,407,38592
2.67423,406,103516
2.67501,404,34304
2.67502,403,61578
2.67655,403,61409
2.6774,406,103350
2.6778,400,189208
2.67899,403,61241
2.67988,400,190280
2.6799,406,103184
2.68,403,61072
2.68005,400,191352
2.68053,402,97200
2.68087,402,96664
2.68157,403,60904
2.68273,406,103018
2.6828,404,35376
2.68308,403,60735
2.68405,400,192424
2.68447,403,60567
2.68597,406,102852
2.68605,403,60398
2.6863,402,96128
2.68664,402,95592
2.68765,403,60229
2.68804,400,193496
2.68821,400,194568
2.68839,400,195640
2.68856,400,196712
2.68874,400,197784
2.68891,400,198856
2.68892,406,102686
2.68909,400,199928
2.68926,400,201000
2.68943,400,202072
2.68961,400,203144
2.68978,400,204216
2.68996,400,205288
2.69013,400,206360
2.69031,400,207432
2.69048,400,208504
2.69059,404,36448
2.69066,400,209576
2.69083,400,210648
2.69101,400,211720
2.69118,400,212792
2.69134,407,39664
2.69136,400,213864
2.69153,400,214936
2.69166,406,102520
2.69171,400,216008
2.69188,400,217080
2.69204,403,60061
2.69205,400,218152
2.69223,400,219224
2.69225,403,59892
2.6924,400,220296
